text,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"Wah-wah  
You've given me a wah-wah  
And I'm thinking of you  
And all the things that we used to do  
Wah-wah, wah-wah  
Wah-wah  
You made me such a big star  
Being there at the right time  
Cheaper than a dime  
Wah-wah, you've given me your  
Wah-wah, wah-wah  
Oh, you don't see me crying  
Oh, you don't hear me sighing  
Wah-wah  
I don't need no wah-wah  
And I know how sweet life can be  
If I keep myself free, wah-wah  
I don't need no wah-wah  
Oh, you don't see me crying  
Hey baby, you don't hear me sighing  
Oh, no, no, no, no  
Wah-wah  
Now I don't need no wah-wahs  
And I know how sweet life can be  
If I keep myself free of wah-wah  
I don't need no wah-wah  
Wah-wah, wah-wah, wah-wah  
Wah-wah, wah-wah, wah-wah  
Wah-wah, wah-wah

",Wah-Wah,George Harrison,53,rock,permanent wave,0.36,0.891,9,-5.875,1,0.0341,0.00151,0.185,0.291,0.604,96.39,337760
"I feel so unsure  
As I take your hand and lead you to the dance floor  
As the music dies, something in your eyes  
Calls to mind the silver screen  
And all it's sad goodbyes  
  
I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
Should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
Time can never mend  
The careless whispers of a good friend  
To the heart and mind  
Ignorance is kind  
There's no comfort in the truth  
Pain is all you'll find  
  
I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
I should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
Never without your love  
  
Tonight the music seems so loud  
I wish that we could lose this crowd  
Maybe it's better this way  
We'd hurt each other with the things we'd want to say  
  
We could have been so good together  
We could have lived this dance forever  
But now who's gonna dance with me  
Please stay  
  
And I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
Should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
(Now that you're gone) Now that you're gone  
(Now that you're gone) What I did's so wrong, so wrong  
That you had to leave me alone

",Careless Whisper,George Michael,2,pop,electropop,0.575,0.634,2,-8.822,0,0.0348,0.144,1.68e-06,0.314,0.79,153.217,300093
"I feel so unsure  
As I take your hand and lead you to the dance floor  
As the music dies, something in your eyes  
Calls to mind the silver screen  
And all it's sad goodbyes  
  
I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
Should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
Time can never mend  
The careless whispers of a good friend  
To the heart and mind  
Ignorance is kind  
There's no comfort in the truth  
Pain is all you'll find  
  
I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
I should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
Never without your love  
  
Tonight the music seems so loud  
I wish that we could lose this crowd  
Maybe it's better this way  
We'd hurt each other with the things we'd want to say  
  
We could have been so good together  
We could have lived this dance forever  
But now who's gonna dance with me  
Please stay  
  
And I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
Should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
(Now that you're gone) Now that you're gone  
(Now that you're gone) What I did's so wrong, so wrong  
That you had to leave me alone

",Careless Whisper,George Michael,75,rock,permanent wave,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107
"I feel so unsure  
As I take your hand and lead you to the dance floor  
As the music dies, something in your eyes  
Calls to mind the silver screen  
And all it's sad goodbyes  
  
I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
Should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
Time can never mend  
The careless whispers of a good friend  
To the heart and mind  
Ignorance is kind  
There's no comfort in the truth  
Pain is all you'll find  
  
I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
I should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
Never without your love  
  
Tonight the music seems so loud  
I wish that we could lose this crowd  
Maybe it's better this way  
We'd hurt each other with the things we'd want to say  
  
We could have been so good together  
We could have lived this dance forever  
But now who's gonna dance with me  
Please stay  
  
And I'm never gonna dance again  
Guilty feet have got no rhythm  
Though it's easy to pretend  
I know you're not a fool  
  
Should've known better than to cheat a friend  
And waste the chance that I've been given  
So I'm never gonna dance again  
The way I danced with you  
  
(Now that you're gone) Now that you're gone  
(Now that you're gone) What I did's so wrong, so wrong  
That you had to leave me alone

",Careless Whisper,George Michael,75,rock,hard rock,0.574,0.629,2,-8.815,0,0.0363,0.128,0.0,0.271,0.786,153.119,300107
"Amarillo by mornin'  
Up from San Antone  
Everything that I got  
Is just what I've got on  
  
When that sun is high in that Texas sky  
I'll be buckin' at the county fair  
Amarillo by mornin'  
Amarillo, I'll be there  
  
They took my saddle in Houston  
Broke my leg in Santa Fe  
I lost my wife and a girlfriend  
Somewhere along the way  
  
But I'll be lookin' for 8 when they pull that gate  
And I hope that judge ain't blind  
Amarillo by mornin'  
Amarillo's on my mind  
  
Amarillo by mornin'  
Up from San Antone  
Everything that I got  
Is just what I've got on  
  
I ain't got a dime but what I got is mine  
I ain't rich but Lord I'm free  
Amarillo by mornin'  
Amarillo's where I'll be  
  
Amarillo by mornin'  
Amarillo's where I'll be

",Amarillo By Morning,George Strait,66,latin,latin hip hop,0.606,0.361,9,-16.031,1,0.0346,0.264,3.39e-05,0.38,0.621,121.058,173467
"Baby all I've got is this beat-up leather bag  
And everything I own don't fill up half  
But don't you worry 'bout the way I pack  
All I care about is getting back real soon  
A good-bye kiss is all I need from you  
  
[Chorus]  
'Cause I'm carrying your love with me  
West Virginia down to Tennessee  
I'll be moving with the good Lord's speed  
Carrying your love with me  
It's my strength, for holding on  
Every minute that I have to be gone  
I'll have everything I'll ever need  
Carrying your love with me  
  
On a lonely highway, stuck out in the rain  
Darling all I have to do is speak your name  
The clouds rollback and the waters part  
The sun starts shining in my heart for you  
You're right there in everything I do  
  
[Chorus: x2]

",Carrying Your Love With Me,George Strait,62,latin,latin hip hop,0.629,0.479,10,-10.608,1,0.0271,0.22,0.0,0.0587,0.345,138.231,232427
"(For your love, for your love)  
When I think about those nights in Montreal  
I get the sweetest thoughts of you and me  
Memories of love above the city lights  
Ooh, I've tried so hard to take it  
But oh Lord my heart won't make it  
  
I just want to stop  
And tell you what I feel about you babe  
I just want to stop  
I never want to live without you babe  
I just gotta stop  
For your love  
  
(For your love)  
For your love  
(For your love)  
When I think about the way the world must turn (the world must turn)  
I get the saddest thoughts for you and me (you and me)  
Memories of life and times go on and on  
Ooh, I've tried hard to forget it  
But oh Lord my mind won't let it  
  
I just want to stop  
And tell you what I feel about you babe  
I just want to stop  
The world ain't right without you babe  
I just gotta stop  
For your love  
  
Oh, I've tried so hard to take it  
But oh Lord my heart won't make it  
  
I just want to stop  
And tell you what I feel about you babe  
I just want to stop  
The world ain't right without you babe  
I just want to stop  
For your love  
  
Stop (Ooh, ooh, ooh)  
I just want to stop (Ooh, ooh, ooh)  
I just want to stop  
And tell you what I feel about you babe  
I just want to stop  
The world ain't right without you babe  
I just want to stop (Ooh, ooh, ooh)  
I just want to stop.

",I Just Wanna Stop,Gino Vannelli,51,rock,classic rock,0.581,0.548,9,-13.448,1,0.0325,0.184,0.00165,0.163,0.672,139.149,218307
"Southern nights  
have you ever felt a southern night?  
Free as a breeze  
not to mention the trees  
Whistling tunes that you know and love so.  
  
Southern nights  
just as good even when closed your eyes.  
I apologize to anyone who can truly say  
That he has found a better way  
  
Southern skies  
have you ever noticed southern skies?  
It's precious beauty lies just beyond the eye.  
It goes running through your soul  
Like the stories told of old  
Old man  
he and his dog that walked the old land  
Ev'ry flower touched his cold hand.  
As he slowly walked by  
weeping willows  
Would cry for joy  
Joy  
  
Feel so good  
feel so good  
it's frigth'ning.  
Wish I could,  
stop this world from fighting.  
La da da da da da la da da da da da da da da  
  
Mysteries  
like this and many others in the trees  
Blow in the night  
in the southern skies.  
  
Southern nights  
they feel so good it's fright'ning . . .  
Wish I could stop this world from fighting  
La da da da da da la da da da da da  
da da da da da da da da da da da  

",Southern Nights,Glen Campbell,28,rock,album rock,0.629,0.801,11,-9.903,0,0.0325,0.0177,0.085,0.129,0.805,95.245,178640
"It cuts both ways  
Our love is like knife that cuts both ways  
It's driven deep into my heart each time  
That I realize  
How it cuts both ways  
Can't be together, cannot live apart  
We're heading straight into a broken heart  
But I can't stop  
'Cause I feel too much to let you go  
I'm hurting you and it's hard I know  
To stay and fight for what we've got  
Knowing it'll never be good enough  
'Cause you and I are dangerous  
We want too much and life ain't that way  
Don't ask for more, you'd be a fool  
Haven't we already broken every rule?  
It cuts both ways  
We're in too deep for sorry alibis  
Can't have regrets or even question why  
We can't say goodbye  
Because it cuts both ways  
No more illusions of the love we make  
No sacrifice would ever be too great  
If you would just stay  
'Cause I feel too much to let you go  
I'm hurting you and it's hard I know  
To stay and fight for what we've got  
Knowing it'll never be good enough  
'Cause you and I are dangerous  
We want too much and life ain't that way  
Don't ask for more, don't be a fool  
Haven't we already broken every rule?  
Cuts both ways  
Our love is like a knife that cuts both ways  
It's drivin' deep into my heart each time  
I see we livin' the lie  
And it cuts both ways  
It cuts both ways  
Cuts both ways  
Cuts both ways  

",Cuts Both Ways,Gloria Estefan,41,latin,latin pop,0.38,0.309,11,-12.6,1,0.0329,0.649,0.0,0.0733,0.299,83.718,193608
"I get a little tongue twisted  
Every time I talk to you when I see you  
And I'm so glad that you just missed it  
The way I stared to memorize your face  
To kiss you in my mind  
Love you all the time  
'Cause when I close my eyes  
I still can see your smile  
It's bright enough to light my life  
Out of my darkest hour  
Please believe it's true  
When I tell you I love you  
I've taken too many chances  
Searching for the truth in love that's in my heart  
Tell me if I made the wrong advances  
Tell me if I've made you feel ashamed  
'Cause I know I have to do this  
Would you hold my hand right through it?  
'Cause when I close my eyes  
I still can see your smile  
It's bright enough to light my life  
Out of my darkest hour  
Please believe it's true  
When I tell you I love you  
I had to let you know just what would happen  
Yes I had to let you know the truth  
I know I've got to do this  
Would you hold my hand right through it? Would you?  
'Cause when I close my eyes  
I still can see your smile  
It's bright enough to light my life  
Out of my darkest hour  
'Cause when I close my eyes  
I still can see your smile  
It's bright enough to light my life  
Out of my darkest hour  
You know now this is true  
When I tell you I love you  

",I See Your Smile,Gloria Estefan,34,latin,latin pop,0.403,0.457,9,-8.984,1,0.0272,0.237,0.0,0.185,0.231,79.187,274133
"At first I was afraid  
I was petrified  
Kept thinking I could never live  
Without you by my side  
But then I spent so many nights  
Thinking how you did me wrong  
I grew strong  
I learned how to get along  
  
And so you're back  
From outer space  
I just walked in to find you here  
With that sad look upon your face  
I should have changed that stupid lock  
I should have made you leave your key  
If I had known for just one second  
You'd be back to bother me  
  
Go on now go walk out the door  
Just turn around now  
'Cause you're not welcome anymore  
Weren't you the one who tried to hurt me with goodbye  
You think I'd crumble  
You think I'd lay down and die  
  
Oh no, not I  
I will survive  
As long as I know how to love  
I know I will stay alive  
I've got all my life to live  
I've got all my love to give  
And I'll survive  
I will survive (hey hey)  
  
It took all the strength I had  
Not to fall apart  
Kept trying hard to mend  
The pieces of my broken heart  
  
And I spent oh so many nights  
Just feeling sorry for myself  
I used to cry  
Now I hold my head up high  
And you see me  
  
Somebody new  
I'm not that chained up little girl  
Who fell in love with you  
And so you felt like dropping in  
And just expect me to be free  
Now I'm saving all my loving  
For someone who's loving me  
Go on now go walk out the door  
Just turn around now  
'Cause you're not welcome anymore  
  
Weren't you the one who tried to break me with goodbye  
You think I'd crumble  
You think I'd lay down and die  
Oh no, not I  
I will survive  
As long as I know how to love  
I know I will stay alive  
I've got all my life to live  
I've got all my love to give  
And I'll survive  
I will survive (oh)  
  
Go on now go walk out the door  
Just turn around now  
'Cause you're not welcome anymore  
Weren't you the one who tried to break me with goodbye  
You think I'd crumble  
You think I'd lay down and die  
Oh no, not I  
I will survive  
As long as I know how to love  
I know I will stay alive  
I've got all my life to live  
I've got all my love to give  
And I'll survive  
I will survive  
I will survive... !

",I Will Survive,Gloria Gaynor,17,r&b,urban contemporary,0.773,0.641,0,-10.375,1,0.0421,0.0154,0.00104,0.302,0.66,116.287,197573
"I can see her lyin' back in her satin dress  
In a room where ya do what ya don't confess  
Sundown ya better take care  
If I find you bin creepin' 'round my back stairs  
Sundown ya better take care  
If I find you bin creepin' 'round my back stairs  
  
She's bin lookin' like a queen in a sailor's dream  
And she don't always say what she really means  
Sometimes I think it's a shame  
When I get feelin' better when I'm feelin' no pain  
Sometimes I think it's a shame  
When I get feelin' better when I'm feelin' no pain  
  
I can picture every move that a man could make  
Getting lost in her lovin' is your first mistake  
Sundown ya better take care  
If I find you bin creepin' 'round my back stairs  
Sometimes I think it's a sin  
When I feel like I'm winnin' when I'm losin' again  
  
I can see her lookin' fast in her faded jeans  
She's a hard lovin' woman, got me feelin' mean  
Sometimes I think it's a shame  
When I get feelin' better when I'm feelin' no pain  
Sundown ya better take care  
If I find you bin creepin' 'round my back stairs  
Sundown ya better take care  
If I find you bin creepin' 'round my back stairs  
Sometimes I think it's a sin  
When I feel like I'm winnin' when I'm losin' again

",Sundown,Gordon Lightfoot,63,rock,hard rock,0.794,0.427,11,-15.492,1,0.029,0.334,1.04e-05,0.0703,0.751,105.732,213400
"I don't need a whole lots 'a money  
I don't need a big, fine car  
I got everything that a man could want  
I got more than I could ask for  
Now, I don't have to run around  
I don't have to stay out all night  
'Cause I got me a sweet, a sweet lovin' woman  
And she knows just how to treat me right  
  
Well my baby, she's all right  
Well my baby, she's clean out of sight, don't you know that  
She's  
  
She's some kind 'a wonderful  
She's some kind 'a wonderful  
Yes she is, she's a  
She's some kind 'a wonderful  
Yeah, yeah, yeah, yeah  
  
When I hold her in my arms  
You know, she sets my soul on fire  
Ooh, when my baby kisses me  
My heart becomes filled with desire  
When she wraps her lovin' arms around me  
It 'bout drives me out of my mind  
Yeah, when my baby kisses me chills run up and down my spine  
  
Well my baby, she's all right  
Uh, my baby, she's clean out of sight, don't you know that  
She's  
  
She's some kind 'a wonderful  
She's some kind 'a wonderful  
Yes she is, she's a  
She's some kind 'a wonderful  
Yeah, yeah, yeah, yeah  
  
Now is there anybody got a sweet little woman like mine  
Got to be somebody got a, got a sweet little woman like mine  
  
Can I get a witness  
Can I get a witness  
Can I get a witness  
Can I get a witness

",Some Kind Of Wonderful,Grand Funk Railroad,48,rock,classic rock,0.846,0.721,2,-5.248,1,0.0494,0.163,0.0,0.194,0.637,121.42,203253
"Well a-hey there baby, do you want to make the scene?  
I said a-hey there baby, do you want to make the scene?  
Aw well come on over baby, step into my time machine  
You best jump into my action, I'm gonna make you feel right  
Aw, jump into my action, I'm gonna make you feel right  
Don't worry 'bout tomorrow 'cause I'm gonna love you tonight  
Step into the front row, I'm gonna show you how  
Step into the front row, I wanna show you how  
Don't worry 'bout no time we can always come back to right now  
Aw and I'm gonna' give it to you  
When you wanna come back, we just a turn about  
When you wanna come back, we just a turn about  
But we ain't gonna' come back 'till there ain't no doubt  
Now don't it get good to you, ah-do you know what I mean?  
Said don't it get good to you, don't you know what I mean?  
Well come on over baby, jump into my time machine

",Time Machine,Grand Funk Railroad,32,rock,hard rock,0.637,0.643,11,-6.73,0,0.0298,0.0395,0.00273,0.0777,0.838,109.981,225373
"Out on the road for forty days  
Last night in Little Rock, put me in a haze  
Sweet, sweet Connie was doin' her act  
She had the whole show and that's a natural fact  
  
Up all night with Freddie King  
I got to tell you, poker's his thing  
Booze and ladies, keep me right  
As long as we can make it to the show tonight  
  
We're an American Band  
We're an American Band  
We're comin' to your town  
We'll help you party it down  
We're an American band  
  
Four young chiquitas in Omaha  
Waitin' for the band to return from the show  
A feelin' good, feelin' right and it's Saturday night  
The hotel detective, he was outta sight  
  
Now these fine ladies, they had a plan  
They was out to meet the boys in the band  
They said, ""Come on dudes, let's get it on!""  
And we proceeded to tear that hotel down  
  
We're an American Band  
We're an American Band  
We're comin' to your town  
We'll help you party it down  
We're an American band  
  
We're an American band  
We're an American band  
We're comin' to your town  
We'll help you party it down  
We're an American band  
  
[Break]  
  
We're an American Band  
We're an American Band  
We're comin' to your town  
We'll help you party it down  
We're an American band  
  
We're an American band  
We're an American band  
We're comin' to your town  
We'll help you party it down  
We're an American band  
  
We're an American Band (whooo)  
We're an American Band (whooo)  
We're an American Band (whooo)

",We're An American Band,Grand Funk Railroad,36,rock,classic rock,0.633,0.884,7,-4.098,1,0.0691,0.0372,0.000128,0.0755,0.931,127.675,206880
"Do you know what's worth fighting for,  
When it's not worth dying for?  
Does it take your breath away  
And you feel yourself suffocating?  
Does the pain weigh out the pride?  
And you look for a place to hide?  
Did someone break your heart inside?  
You're in ruins  
  
One, twenty one guns  
Lay down your arms  
Give up the fight  
One, twenty one guns  
Throw up your arms into the sky,  
You and I  
  
When you're at the end of the road  
And you lost all sense of control  
And your thoughts have taken their toll  
When your mind breaks the spirit of your soul  
Your faith walks on broken glass  
And the hangover doesn't pass  
Nothing's ever built to last  
You're in ruins  
  
One, twenty one guns  
Lay down your arms  
Give up the fight  
One, twenty one guns  
Throw up your arms into the sky,  
You and I  
  
Did you try to live on your own  
When you burned down the house and home?  
Did you stand too close to the fire?  
Like a liar looking for forgiveness from a stone  
  
When it's time to live and let die  
And you can't get another try  
Something inside this heart has died  
You're in ruins  
  
One, twenty one guns  
Lay down your arms  
Give up the fight  
One, twenty one guns  
Throw up your arms into the sky,  
  
One, twenty one guns  
Lay down your arms  
Give up the fight  
One, twenty one guns  
Throw up your arms into the sky,  
You and I

",21 Guns,Green Day,75,pop,post-teen pop,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,321093
"Do you have the time to listen to me whine  
About nothing and everything all at once  
I am one of those  
Melodramatic fools  
Neurotic to the bone  
No doubt about it  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
Or am I just stoned  
  
I went to a shrink  
To analyze my dreams  
She says it's lack of sex that's bringing me down  
I went to a whore  
He said my life's a bore  
So quit my whining cause it's bringing her down  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
A ya-ya-ya  
  
Grasping to control  
So I better hold on  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
Or am I just stoned?

",Basket Case,Green Day,79,pop,post-teen pop,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533
"Do you have the time to listen to me whine  
About nothing and everything all at once  
I am one of those  
Melodramatic fools  
Neurotic to the bone  
No doubt about it  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
Or am I just stoned  
  
I went to a shrink  
To analyze my dreams  
She says it's lack of sex that's bringing me down  
I went to a whore  
He said my life's a bore  
So quit my whining cause it's bringing her down  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
A ya-ya-ya  
  
Grasping to control  
So I better hold on  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
Or am I just stoned?

",Basket Case,Green Day,79,rock,permanent wave,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533
"Do you have the time to listen to me whine  
About nothing and everything all at once  
I am one of those  
Melodramatic fools  
Neurotic to the bone  
No doubt about it  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
Or am I just stoned  
  
I went to a shrink  
To analyze my dreams  
She says it's lack of sex that's bringing me down  
I went to a whore  
He said my life's a bore  
So quit my whining cause it's bringing her down  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
A ya-ya-ya  
  
Grasping to control  
So I better hold on  
  
Sometimes I give myself the creeps  
Sometimes my mind plays tricks on me  
It all keeps adding up  
I think I'm cracking up  
Am I just paranoid?  
Or am I just stoned?

",Basket Case,Green Day,79,rock,hard rock,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,181533
"Hear the sound of the falling rain  
Coming down like an Armageddon flame (Hey!)  
A shame  
The ones who died without a name  
  
Hear the dogs howlin' out of key  
To a hymn called faith and misery (Hey!)  
And bleed, the company lost the war today  
  
I beg to dream and differ from the hollow lies  
This is the dawning of the rest of our lives  
On holiday  
  
Hear the drum pounding out of time  
Another protester has crossed the line (Hey!)  
To find, the money's on the other side  
  
Can I get another Amen (Amen!)  
There's a flag wrapped around a score of men (Hey!)  
A gag, A plastic bag on a monument  
  
I beg to dream and differ from the hollow lies  
This is the dawning of the rest of our lives  
On holiday  
  
""The representative from California has the floor""  
  
Sieg Heil to the president gasman  
Bombs away is your punishment  
Pulverize the Eiffel towers  
Who criticize your government  
Bang bang goes the broken glass and  
Kill all the fags that don't agree  
Trials by fire setting fire  
Is not a way that's meant for me  
Just cause  
Just cause  
Because we're outlaws yeah!  
  
I beg to dream and differ from the hollow lies  
This is the dawning of the rest of our lives  
I beg to dream and differ from the hollow lies  
This is the dawning of the rest of our lives  
This is our lives on Holiday

",Holiday,Green Day,67,pop,post-teen pop,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525,232680
"Yeah  
Its Gucci,  
Whats up baby,  
Yellow err'thing this time, you know what I'm talkin' bout  
Yellow rims, yellow, big booty, yellow bone  
Yellow lambs, yellow M-P's  
Yellow watch, yellow charm ring, chain  
Yellow livin' room set, Lemonade Gucci shoes for my girl  
Gucci!  
  
My phantom sittin' on sixes, no 20's in my gun  
Your cutlass motor knockin', because it is a lemon  
I love dem Georgia-peaches, but you look more like a lemon  
These sour apple bitter bitches, I'm not fuckin' with 'em  
I'm truly stupid paid that's just how I feel today,  
I'm movin' slow cause codeine syrup's in my lemonade  
I'm standing in the shade and I'm sellin' lemonade  
600 a pint ago and raise off in the ""A""  
Lemonade diamond bracelet, put it in your face (burr)  
Lemonhead diamond earrings I wore yesterday (burr)  
I'm pimpin' where I'm winnon, that's just how I'm chillin'  
I'm smokin' grits and sellin' chickens, corvette painted lemons  
Gucci!  
  
Lemons on the chain with the V-cuts  
Lemons on the chain with the V-cuts  
Lemonade in shade with my feet up  
Lemonade in shade with my feet up  
Lemon pepper wings and a freeze cup  
Lemon pepper wings and a freeze cup  
Lemons on my face watch 'em freeze up  
Lemons on my face watch 'em freeze up  
  
I got lemonade and lemon teeth  
Lemons watch me mix the shit  
Lemonade complexion, east-Australian girl be killin' me  
She say I be killin' her, I say I be feelin it  
Four days then im sick of her, cause her brain is lemonhead  
Cocaine white exterior, Interior Lemonade  
Yellow wit da off-white trimmin  
I call that da super drank  
Yellow diamond pinky ring  
Call that dere da lemon rock  
Jewelry box a lemon bin, my earring size a apricot  
Yeah I smoke that strong alot, yeah I need some of what you got  
Half a pound of lemon kush, call that pack the lemon drop  
Canary yellow lemon watch, big bird yellow top  
Yellow Polo, Polo, slippers white and yellow polo socks  
Gucci Mane be pumpin dawg, he don't got all he say he got  
Just stash one Lemon homie, I can supply them the fifty glocks  
Yellow boat parked at the dock,Yellow bone gon' make it drop  
Flip da flop mine up the top, then go buy me a yellow yacht  
  
Lemons on the chain with the V-cuts  
Lemons on the chain with the V-cuts  
Lemonade in shade with my feet up  
Lemonade in shade with my feet up  
Lemon pepper wings and a freeze cup  
Lemon Purple Wayne said them freeze cup  
Lemons on my face watch 'em freeze up  
Lemons on my face watch 'em freeze up  
  
[Verse 3]  
Lemonade my town, said Miami I want yellow carpet  
Woke up in the mornin', fuckin' bought a yellow Aston Martin  
Yellow bricks, yellow dust, yellow light, yellow tusk  
Yellow piss, spinnin' whips, yellow weed  
Weed up wit us  
Coward ass nigga, yellow stripe, you a yellow back  
A-k hit your dog, and u cant bring Old Yeller back  
Yep, Gucci bang up eighty-thousand dats a yellow safe  
Yellow homes, mellow homes, you know you a scary-cat  
No sleep for two days, so my pupils look yellow  
Five flights, six shows, quarter-million on my schedule  
Bangladesh and Gucci Mane, niggas know they in trouble  
Green ice, red light, caution Gucci rock yellow  
  
Lemons on the chain with the V-cuts  
Lemons on the chain with the V-cuts  
Lemonade in shade with my feet up  
Lemonade in shade with my feet up  
Lemon Purple Wayne said them freeze cup  
Lemon Purple Wayne said them freeze cup  
Lemons on my face watch 'em freeze up  
Lemons on my face watch 'em freeze up

",Lemonade,Gucci Mane,47,rap,hip hop,0.741,0.658,7,-7.758,1,0.0853,0.643,3.43e-06,0.307,0.746,142.057,246013
"Ain't it fun when you're always on the run  
Ain't it fun when you're friends despise what you become  
Ain't it fun when you get so high, well that you, you just can't come  
Ain't it fun when you know that you gonna die young  
  
It's such fun, good fun, such fun, such fun, aah such fun  
Such fun, such fun aah, yeah, fun, such fun, such  
  
Ain't it fun when you're taking care of number one  
Oh ain't it fun when you feel like you just gotta get a gun  
Ain't it fun when you just can't seem to find your tongue  
'Cause you stuck it too deep into something that really stung  
  
It's such fun, ah  
  
Well, so good to me, they spit right in my face  
And I didn't even feel it, it was such a disgrace  
I punched my fist right through the glass  
And I didn't even feel it, it happened so fast  
Such fun, such fun, such fun  
Ah such fun, such fun, such fun  
Ah such fun, such fun, such fun  
Ah such fun, such fun, such  
  
Ain't it fun when you tell her she's just a cunt  
Ain't it fun when you she splits and leaves you on the bum  
Well, ain't it fun when you've broken up every band that you've ever begun  
Ain't it fun when you know that you're gonna die young  
  
It's such fun  
Such fun, such fun, such fun  
Ah such fun, such fun, such fun  
Ah such fun, such fun, such fun  
Such fun, such fun, such fun  
Such fun, such fun, such fun  
Such fun

",Ain't It Fun,Guns N' Roses,3,rock,album rock,0.315,0.946,10,-4.151,0,0.0646,0.000147,0.506,0.334,0.402,119.207,305800
"I've been thinkin' 'bout  
Thinkin' 'bout sex  
Always hungry for somethin'  
That I haven't had yet  
Well maybe baby, you got somethin' to lose  
Well I got somethin'  
I got somethin' for you  
  
My way, your way  
Anything goes tonight  
My way, your way  
Anything goes  
  
Panties round your knees  
With your ass in debris  
Doing that grind  
With a push and a squeeze  
Tied up, tied down  
Up against the wall  
Be my rubbermade baby  
And we can do it all  
  
My way, your way  
Anything goes tonight

",Anything Goes,Guns N' Roses,4,rock,album rock,0.366,0.971,1,-7.281,1,0.062,0.0338,0.294,0.297,0.285,152.181,206360
