Student_ID,Gender,Academic_Level,Avg_Daily_Usage_Hours,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Conflicts_Over_Social_Media,Addicted_Score,Most_Used_Platform_Instagram,Most_Used_Platform_KakaoTalk,Most_Used_Platform_LINE,Most_Used_Platform_LinkedIn,Most_Used_Platform_Snapchat,Most_Used_Platform_TikTok,Most_Used_Platform_Twitter,Most_Used_Platform_VKontakte,Most_Used_Platform_WeChat,Most_Used_Platform_WhatsApp,Most_Used_Platform_YouTube,Relationship_Status_In Relationship,Relationship_Status_Single
238,1,2,5.6,1,6.6,6,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False
239,0,1,4.6,0,7.3,7,2,5,True,False,False,False,False,False,False,False,False,False,False,False,True
240,1,2,4.1,0,7.7,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
241,0,1,3.7,0,7.8,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
242,1,2,5.4,1,6.7,5,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
243,0,1,5.1,1,6.6,6,3,6,False,True,False,False,False,False,False,False,False,False,False,True,False
244,1,2,4.7,0,7.3,7,2,5,False,False,False,False,False,False,False,True,False,False,False,False,True
245,0,1,6.9,1,5.7,4,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
246,1,2,5.7,1,6.4,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
247,0,1,4.8,0,7.2,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
248,1,2,3.9,0,7.8,8,1,4,True,False,False,False,False,False,False,False,False,False,False,False,True
249,0,1,3.6,0,8.1,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
250,1,2,5.6,1,6.6,5,3,8,False,False,False,False,False,True,False,False,False,False,False,True,False
251,0,1,4.9,1,6.9,6,3,6,False,True,False,False,False,False,False,False,False,False,False,False,True
252,1,2,4.6,0,7.5,7,2,5,False,False,False,False,False,False,False,True,False,False,False,True,False
253,0,1,6.7,1,5.8,4,4,9,True,False,False,False,False,False,False,False,False,False,False,False,True
254,1,2,5.4,1,6.5,6,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False
255,0,1,4.4,0,7.4,7,2,5,True,False,False,False,False,False,False,False,False,False,False,False,True
256,1,2,4.0,0,7.6,8,2,4,False,False,False,False,False,False,False,False,False,False,False,True,False
257,0,1,3.4,0,8.2,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
258,1,2,5.3,1,6.8,5,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
259,0,1,5.0,1,6.7,6,3,6,False,True,False,False,False,False,False,False,False,False,False,True,False
260,1,2,4.4,0,7.6,7,2,5,False,False,False,False,False,False,False,True,False,False,False,False,True
261,0,1,6.6,1,5.6,4,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
262,1,2,5.3,1,6.3,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
263,0,1,4.3,0,7.5,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
264,1,2,3.8,0,7.7,8,1,4,True,False,False,False,False,False,False,False,False,False,False,False,True
265,0,1,3.3,0,8.3,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
266,1,2,5.2,1,6.9,5,3,8,False,False,False,False,False,True,False,False,False,False,False,True,False
267,0,1,4.8,1,7.0,6,3,6,False,True,False,False,False,False,False,False,False,False,False,False,True
268,1,2,4.3,0,7.7,7,2,5,False,False,False,False,False,False,False,True,False,False,False,True,False
269,0,1,6.4,1,5.7,4,4,9,True,False,False,False,False,False,False,False,False,False,False,False,True
270,1,2,5.2,1,6.4,6,3,7,False,False,False,False,False,False,False,False,False,False,False,True,False
271,0,1,4.5,0,7.3,7,2,5,True,False,False,False,False,False,False,False,False,False,False,False,True
272,1,2,3.7,0,7.8,8,1,4,False,False,False,False,False,False,False,False,False,False,False,True,False
273,0,1,3.2,0,8.4,8,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True
274,1,2,5.4,1,6.7,5,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
275,0,1,4.7,1,7.1,6,3,6,False,True,False,False,False,False,False,False,False,False,False,True,False
276,1,2,4.2,0,7.8,7,2,5,False,False,False,False,False,False,False,True,False,False,False,False,True
277,0,1,6.6,1,5.5,4,4,9,False,False,False,False,False,True,False,False,False,False,False,True,False
278,1,2,5.1,1,6.5,6,3,7,True,False,False,False,False,False,False,False,False,False,False,False,True
279,0,1,4.4,0,7.4,7,2,5,False,False,False,False,False,False,False,False,False,False,False,True,False
