seq,track_name,track_artist,track_popularity,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
"When this began,
I had nothing to say 
And I'd get lost in the nothingness inside of me
(I was confused)
And I let it all out to find that I'm not the only person with these things in mind (inside of me)
But all the vacancy the words revealed
Is the only real thing that I got left to feel (nothing to lose)
Just stuck, hollow and alone
And the fault is my own,
And the fault is my own

I want to heal, I want to feel,
What I thought was never real
I want to let go of the pain I felt so long (erase all the pain 'til it's gone)
I want to heal, I want to feel
Like I'm close to something real
I want to find something I've wanted all along
Somewhere I belong

And I've got nothing to say
I can't believe I didn't fall right down on my face (I was confused) 
Looking everywhere only to find that it's not the way I had imagined it all in my mind (so what am I?)
What do I have but negativity?
'Cause I can't justify the way everyone is looking at me (nothing to lose)
Nothing to gain, hollow and alone
And the fault is my own,
And the fault is my own

I want to heal, I want to feel,
What I thought was never real
I want to let go of the pain I've held so long (erase all the pain 'till it's gone)
I want to heal, I want to feel
Like I'm close to something real
I want to find something I've wanted all along
Somewhere I belong

I will never know myself until I do this on my own
And I will never feel,
Anything else until my wounds are healed
I will never be
Anything 'til I break away from me
And I will break away, and find myself today

I want to heal, I want to feel
What I thought was never real
I want to let go of the pain I felt so long (erase all the pain til it's gone)
I want to heal, I want to feel,
Like I'm close to something real
I want to find something I've wanted all along
Somewhere I belong

I want to heal I want to feel like I'm,
Somewhere I belong,
I want to heal I want to feel like I'm somewhere I belong
Somewhere I belong",Somewhere I Belong,Linkin Park,69,rock,album rock,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933
"Yeah, here we go for the hundredth time
Hand grenade pins in every line
Throw 'em up and let something shine
Going out of my fucking mind

Filthy mouth, no excuse
Find a new place to hang this noose
String me up from atop these roofs
Knot it tight so I won't get loose

Truth is you can stop and stare
Bled myself out and no one cares
Dug a trench out, laid down there
With a shovel up out of reach somewhere

Yeah, someone pour it in
Make it a dirt dance floor again
Say your prayers and stomp it out
When they bring that chorus in

I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
Just to throw it away
Just to throw it away

I bleed it out
Go, stop the show
Choppy words in a sloppy flow
Shotgun opera, lock and load

Cock it back and then watch it go
Mama, help me, I've been cursed
Death is rolling in every verse
Candy paint on his brand new hearse

Can't contain him;
He knows he works
Fuck this hurts, I won't lie
Doesn't matter how hard I try
Half the words don't mean a thing

And I know that I won't be satisfied
So, why try ignoring him?
Make it a dirty dance floor again
Say your prayers and stomp it out
When they bring that chorus in

I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
Just to throw it away
Just to throw it away

I bleed it out
I've opened up these scars
I'll make you face this
I've pulled myself so far
I'll make you face this now

I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
Just to throw it away
Just to throw it away

I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
I bleed it out
Digging deeper just to throw it away
Just to throw it away
Just to throw it away

I bleed it out
I bleed it out
I bleed it out",Bleed It Out,Linkin Park,72,rock,album rock,0.529,0.967,1,-3.647,0,0.0508,0.114,0.0,0.61,0.596,140.127,166373
"Wake in a sweat again
Another day's been laid to waste
In my disgrace
Stuck in my head again
Feels like I'll never leave this place
There's no escape
I'm my own worst enemy

I've given up
I'm sick of feeling
Is there nothing you can say?
Take this all away
I'm suffocating!
Tell me what the fuck is wrong with me!

I don't know what to take
Thought I was focused, but I'm scared
I'm not prepared
I hyperventilate
Looking for help somehow, somewhere
And no one cares
I'm my own worst enemy

I've given up
I'm sick of feeling
Is there nothing you can say?
Take this all away
I'm suffocating!
Tell me what the fuck is wrong with me

God!

Put me out of my misery
Put me out of my misery
Put me out of my
Put me out of my fucking misery

I've given up
I'm sick of feeling
Is there nothing you can say?
Take this all away
I'm suffocating!
Tell me what the fuck is wrong with me",Given Up,Linkin Park,37,rock,hard rock,0.655,0.885,7,-4.116,1,0.0438,0.00117,0.000473,0.0448,0.938,100.088,189293
"I close both locks below the window
I close both blinds and turn away
Sometimes solutions aren't so simple
Sometimes goodbye's the only way, oh

And the sun will set for you
The sun will set for you
And the shadow of the day
Will embrace the world in gray
And the sun will set for you

In cards and flowers on your window
Your friends all plead for you to stay
Sometimes beginnings aren't so simple
Sometimes goodbye's the only way, oh

And the sun will set for you
The sun will set for you
And the shadow of the day
Will embrace the world in gray
And the sun will set for you

And the shadow of the day
Will embrace the world in gray
And the sun will set for you

And the shadow of the day
Will embrace the world in gray
And the sun will set for you",Shadow of the Day,Linkin Park,50,rock,permanent wave,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360
"Tearing me apart
With words you wouldn't say
Suddenly tomorrow's
Moment washed away
'Cause I don't have a reason
And you don't have the time
We both keep on waiting
For something we won't find

The light on the horizon
Was brighter yesterday
Shadows floating over
Skies begin to fade
You said it was forever
But then it slipped away
Standing at the end of
The final masquerade

All I ever wanted
Secrets that you keep
All you ever wanted
The truth I couldn't speak
'Cause I can't see forgiveness
And you can't see the crime
And we both keep on waiting
For what we left behind

The light on the horizon
Was brighter yesterday
Shadows floating over
Skies begin to fade
You said it was forever
But then it slipped away
Standing at the end of
The final masquerade

Final masquerade
Standing at the end of the final masquerade

The light on the horizon
Was brighter yesterday
Shadows floating over
Skies begin to fade
You said it was forever
But then it slipped away
Standing at the end of
The final masquerade
Standing at the end of
The final masquerade
Standing at the end of
The final masquerade",Final Masquerade,Linkin Park,63,pop,electropop,0.466,0.852,3,-4.487,1,0.0585,0.00774,2.6e-06,0.0989,0.428,164.032,217613
"Know it sounds funny
But, I just can't stand the pain
Girl, I'm leaving you tomorrow
Seems to me girl
You know I've done all I can
You see I begged, stole, and I borrowed! (yeah)

Ooh that's why I'm easy
I'm easy like Sunday morning
That's why I'm easy
I'm easy like Sunday morning!

Why in the world would anybody put chains on me?
I've paid my dues to make it
Everybody wants me to be
What they want me to be
I'm not happy when I try to fake it! no!

Ooh that's why I'm easy
I'm easy like Sunday morning
That's why I'm easy
I'm easy like Sunday morning!

I wanna be high, so high
I wanna be free to know
The things I do are right
I wanna be free
Just me! Whoa, oh! Babe!

That's why I'm easy
I'm easy like Sunday morning, yeah
That's why I'm easy
I'm easy like Sunday morning, whoa
'Cause I'm easy
Easy like Sunday morning, yeah
'Cause I'm easy
Easy like Sunday morning",Easy,Lionel Richie,48,r&b,urban contemporary,0.507,0.389,10,-9.221,0,0.0306,0.753,0.000115,0.178,0.249,132.79,270574
"It's not the way you bring me to my knees
It's not the way you borrow, beg or plead
It could be false although it could be true
A simple touch, a hand to hold onto
I'm on the verge of nowhere
The sight, the sound, of nobody there
You can't break the pieces of a broken heart in two
So why do you
You can't break the pieces of a broken heart in two
Tell me tell me why do you
It's not the way you look from side to side
Unlock the door, you need not run and hide
It could be true we've taken it a bit too far
Sweet and simple is all we really are
There comes a time, my love, there comes a time
A friend for summer is a friend forever
So they say and so we go
Do you believe I would hide the truth from you
Oh silly girl, there's things I would rather do
We spend our time in search of the perfect rhyme
When all the while, we have it all the time
Falling off the edge of nowhere
The sight, the sound, of nobody there
You can't break the pieces of a broken heart in two,
So why do you
You can't break the pieces of a broken heart in two,
So tell me tell me why do you",Broken Heart,Red Flag,0,latin,latin hip hop,0.643,0.648,1,-13.072,1,0.039,0.00148,0.000193,0.119,0.661,120.207,243733
"I hear a voice, from ten thousand miles away 
I have no choice, our love was meant to stay 
With or without, it's easy for me, without a doubt 
As I spend my days, searching for ways 
Love is on the go, so is radio 

Russian radio, how will we ever believe you 
Radio, now that we've learned to deceive you 

There is a sound, it's underground 

Moving out for miles around 
There is a sound, it's underground 
Let's move it out boys 

I hear a voice, from one hundred miles away 
Getting so much closer, everyday 
With or without, it's easy for me, without a doubt 
As I spend my days, searching for ways 
Love is on the go, so is radio 

Russian radio, how will we ever believe you 
Radio, now that we've learned to deceive you 

I feel our love, is only a smile away 
Getting so much closer to me everyday 
With or without, it's easy for us, without a doubt 
As we spend our days, searching for ways 
Love is on the go, so is radio",Russian Radio,Red Flag,35,rock,permanent wave,0.705,0.771,2,-11.908,1,0.0436,0.00938,0.788,0.102,0.681,121.994,372427
"Sometimes I feel
Like I don't have a partner
Sometimes I feel
Like my only friend
Is the city I live in
The city of angels
Lonely as I am
Together we cry

I drive on her streets
'Cause she's my companion
I walk through her hills
'Cause she knows who I am
She sees my good deeds
And she kisses me windy
I never worry
Now that is a lie

I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way
I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way (yeah yeah)

It's hard to believe
That there's nobody out there
It's hard to believe
That I'm all alone
At least I have her love
The city she loves me
Lonely as I am
Together we cry

I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way
I don't ever want to feel
Like I did that day
Take me to the place I love
Take me all the way (yeah yeah)
Ooh no (no no yeah yeah)
Love me I say yeah yeah

Under the bridge downtown
Is were I drew some blood
Under the bridge downtown
I could not get enough
Under the bridge downtown
Forgot about my love
Under the bridge downtown
I gave my life away (yeah yeah)
Ooh no (no no yeah yeah)
Here I stay yeah yeah

Here I stay",Under the Bridge,Red Hot Chili Peppers,81,rock,classic rock,0.559,0.345,4,-13.496,1,0.0459,0.0576,0.000105,0.141,0.458,84.581,264307
"What I've got you've got to give it to your mama
What I've got you've got to give it to your pappa
What I've got you've got to give it to your daughter
You do a little dance and then you drink a little water

What I've got you've got to get it put it in you
What I've got you've got to get it put it in you
What I've got you've got to get it put it in you
Reeling with the feeling don't stop continue

Realize I don't want to be a miser
Confide with sly you'll be the wiser
Young blood is the lovin' upriser
How come everybody want to keep it like the kaiser

Give it away give it away give it away now
Give it away give it away give it away now
Give it away give it away give it away now

I can't tell if I'm a kingpin or a pauper
Greedy little people in a sea of distress
Keep your more to receive your less
Unimpressed by material excess
Love is free love me say hell yes

I'm a low brow but I rock a little know how
No time for the piggies or the hoosegow
Get smart get down with the pow wow
Never been a better time than right now

Bob Marley poet and a prophet
Bob Marley taught me how to off it
Bob Marley walkin' like he talk it
Goodness me can't you see I'm gonna cough it

Give it away give it away give it away now
Give it away give it away give it away now
Give it away give it away give it away now

Lucky me swimmin' in my ability
Dancin' down on life with agility
Come and drink it up from my fertility
Blessed with a bucket of lucky mobility

My mom I love her 'cause she love me
Long gone are the times when she scrub me
Feelin' good my brother gonna hug me
Drink my juice young love chug-a-lug me

There's a river born to be a giver
Keep you warm won't let you shiver
His heart is never gonna wither
Come on everybody time to deliver

Give it away give it away give it away now
Give it away give it away give it away now
Give it away give it away give it away now

What I've got you've got to give it to your mama
What I've got you've got to give it to your pappa
What I've got you've got to give it to your daughter
You do a little dance and then you drink a little water",Give It Away,Red Hot Chili Peppers,73,rock,permanent wave,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907
"How long, how long will I slide?
Separate my side, I don't
I don't believe it's bad
Slit my throat it's all I ever

I heard your voice through a photograph
I thought it up and brought up the past
Once you know you can never go back
I gotta take it on the other side

Centuries are what it meant to me
A cemetery where I marry the sea
Stranger things could never change my mind
I gotta take it on the other side
Take it on the other side
Take it on, take it on

How long, how long will I slide?
Separate my side, I don't
I don't believe it's bad
Slit my throat it's all I ever

Pour my life into a paper cup
The ashtray's full and I'm spillin' my guts
She wants to know am I still a slut
I've got to take it on the other side

Scarlet starlet and she's in my bed
A candidate for a soul mate bled
Push the trigger and I pull the thread, I gotta take it on the other side
Take it on the other side
Take it on
Take it on

How long, how long will I slide?
Separate my side, I don't
I don't believe it's bad
Slit my throat it's all I ever

Turn me on, take me for a hard ride
Burn me out, leave me on the other side
I yell and tell it that it's not my friend
I tear it down, I tear it down
And then it's born again

How long, how long will I slide?
Separate my side, I don't
I don't believe it's bad
Slit my throat it's all I ever

How long, I don't, I don't believe it's bad
Slit my throat it's all I ever",Otherside,Red Hot Chili Peppers,78,rock,permanent wave,0.458,0.795,0,-3.265,1,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373
"Standing in line
To see the show tonight
And there's a light on
Heavy glow
By the way I tried to say
I'd be there, waiting for
Dani the girl
Is singing songs to me
Beneath the marquee, overload

Steak knife card shark
Con job boot cut

Skin that flick
She's such a little DJ
Get there quick
By street but not the freeway
Turn that trick
To make a little leeway
Beat that nic
But not the way that we play

Dog town blood bath
Rib cage soft tail

Standing in line
To see the show tonight
And there's a light on
Heavy glow
By the way I tried to say
I'd be there, waiting for

Black jack dope dick
Pawn shop quick pick
Kiss that dyke
I know you want to hold one
Not on strike
But I'm about to bowl one
Bite that mic
I know you never stole one
Girls that like
A story, so I told one
Song bird, main line
Cash back, hard top

Standing in line to
See the show tonight
And there's a light on
Heavy glow
By the way I tried to say
I'd be there waiting for
Dani the girl is
Singing songs to me
Beneath the marquee
Oversold
By the way I tried to say
I'd be there waiting for

Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah

Standing in line to
See the show tonight
And there's a light on
Heavy glow
By the way I tried to say
I'd be there waiting for
Dani the girl
Is singing songs to me
Beneath the marquee
Of her soul
By the way I tried to say
I know you
From before

Standing in line to
See the show tonight
And there's a light on
Heavy glow
By the way I tried to say
I'd be there waiting for",By the Way,Red Hot Chili Peppers,74,rock,permanent wave,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933
"Psychic spies from China
Try to steal your mind's elation
And little girls from Sweden
Dreams of silver screen quotation
And if you want these kind of dreams
It's Californication

It's the edge of the world
And all of western civilization
The sun may rise in the East
At least it settles in the final location
It's understood that Hollywood
Sells Californication

Pay your surgeon very well
To break the spell of aging
Celebrity skin is this your chin
Or is that war your waging

First born unicorn
Hard core soft porn
Dream of Californication
Dream of Californication

Marry me girl be my fairy to the world
Be my very own constellation
A teenage bride with a baby inside
Getting high on information
And buy me a star on the boulevard
It's Californication

Space may be the final frontier
But it's made in a Hollywood basement
Cobain can you hear the spheres
Singing songs off station to station
And Alderaan's not far away
It's Californication

Born and raised by those who praise
Control of population everybody's been there and
I don't mean on vacation

First born unicorn
Hard core soft porn
Dream of Californication
Dream of Californication

Destruction leads to a very rough road
But it also breeds creation
And earthquakes are to a girl's guitar
They're just another good vibration
And tidal waves couldn't save the world
From Californication

Pay your surgeon very well
To break the spell of aging
Sicker than the rest
There is no test
But this is what you're craving

First born unicorn
Hard core soft porn
Dream of Californication
Dream of Californication",Californication,Red Hot Chili Peppers,81,rock,classic rock,0.592,0.767,9,-2.788,0,0.027,0.0021,0.00165,0.127,0.328,96.483,329733
"Scar tissue that I wish you saw
Sarcastic Mister know it all
Close your eyes and I'll kiss you 'cause
With the bird I'll share
With the bird I'll share
This lonely view
With the bird I'll share
This lonely view

Push me up against the wall
Young Kentucky girl in a push-up bra
Fallin' all over myself
To lick your heart and taste your health 'cause
With the bird I'll share, this lonely view

Blood loss in a bathroom stall
Southern girl with a scarlet drawl
Wave goodbye to ma and pa 'cause
With the bird I'll share
With the bird I'll share, this lonely view

Soft spoken with a broken jaw
Step outside but not to brawl
Autumn's sweet we call it fall
I'll make it to the moon if I have to crawl
With the bird I'll share, this lonely view

Scar tissue that I wish you saw
Sarcastic Mister know it all
Close your eyes and I'll kiss you 'cause
With the bird I'll share
With the bird I'll share, this lonely view",Scar Tissue,Red Hot Chili Peppers,76,rock,permanent wave,0.595,0.717,0,-4.803,1,0.0295,0.0779,0.00274,0.108,0.547,88.969,215907
"Getting born in the state of Mississippi
Papa was a copper, and her mama was a hippy
In Alabama she would swing a hammer
Price you got to pay when you break the panorama
She never knew that there was anything more than poor
What in the world does your company take me for?
Black bandanna, sweet Louisiana
Robbing on a bank in the state of Indiana
She's a runner
Rebel, and a stunner
On her merry way saying baby, watcha gonna?
Looking down the barrel of a hot metal forty-five
Just another way to survive

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess
I'm your priest
Yeah, yeah, yeah

She's a lover, baby, and a fighter
Should've seen it coming when I got a little brighter
With a name like Dani California
Day was gonna come when I was gonna mourn ya
A little loaded, she was stealing another breath
I love my baby to death

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess
I'm your priest
Yeah, yeah, yeah

Who knew the other side of you?
Who knew that others died to prove?
Too true to say goodbye to you
Too true to say, say, say

Pushed the fader, gifted animator
One for the now, and eleven for the later
Never made it up to Minnesota
North Dakota man
Wasn't gunnin' for the quota
Down in the Badlands she was saving the best for last
It only hurts when I laugh
Gone too fast

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess
I'm your priest
Yeah, yeah, yeah

California, rest in peace
Simultaneous release
California, show your teeth
She's my priestess
I'm your priest
Yeah, yeah, yeah",Dani California,Red Hot Chili Peppers,76,rock,permanent wave,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,282160
"Come to decide that the things that I tried
Were in my life just to get high on

When I sit alone
Come get a little known
But I need more than myself this time

Step from the road to the sea to the sky
And I do believe that we rely on

When I lay it on
Come get to play it on
All my life to sacrifice

Hey oh
Listen what I say, oh
I got your hey oh
Now listen what I say, oh

When will I know that I really can't go
To the well once more time to decide on?

When it's killing me
When will I really see
All that I need to look inside

Come to believe that I better not leave
Before I get my chance to ride

When it's killing me
What do I really need
All that I need to look inside

Hey oh
Listen what I say, oh
Come back and hey oh
Look here what I say oh

The more I see, the less I know
The more I like to let it go
Hey oh, whoa, whoa, whoa

Deep beneath the cover of another perfect wonder
Where it's so white as snow

Privately divided by a world so undecided
And there's nowhere to go

In between the cover of another perfect wonder
And it's so white as snow

Running through the field where all my tracks will be concealed
And there's nowhere to go

When to descend to amend for a friend
All the channels that have broken down

Now you bring it up
I'm gonna ring it up
Just to hear you sing it out

Step from the road to the sea to the sky
And I do believe what we rely on

When I lay it on
Come get to play it on
All my life to sacrifice

Hey oh
Listen what I say, oh
I got your hey oh
Listen what I say, oh

The more I see, the less I know
The more I like to let it go
Hey oh, whoa, whoa, whoa

Deep beneath the cover of another perfect wonder
Where it's so white as snow

Privately divided by a world so undecided
And there's nowhere to go

In between the cover of another perfect wonder
Where it's so white as snow

Running through the field where all my tracks will be concealed
And there's nowhere to go

I said hey, hey, yeah, oh yeah, oh yeah, tell my love now
Hey, hey, yeah, oh yeah, tell my love now

Deep beneath the cover of another perfect wonder
Where it's so white as snow

Privately divided by a world so undecided
And there's nowhere to go

Deep beneath the cover of another perfect wonder
Where it's so white as snow

Running through the field where all my tracks will be concealed
And there's nowhere to go

I said hey oh yeah, oh yeah
Tell my love now
Hey, yeah, yeah, oh yeah",Snow (Hey Oh),Red Hot Chili Peppers,79,rock,permanent wave,0.427,0.9,11,-3.674,1,0.0499,0.116,1.75e-05,0.119,0.599,104.655,334667
"All my life I was swinging for the fence,
I was looking for the triple,
Never playing good defense

Gunnin' for the glitter,
Every hot and heavy hitter,
She was never really there so I couldn't really get her

I said
Factually I, I'm just a piece of it
Factually I, the very least of it

Piece of work, I was really quite a jerk
Keeping score is such a bore, a busy mind can go berserk
Oh feast on this, I was fishing for a hook
So I took a little trip, and I opened up the book

I said
Factually I, I'm just a piece of it
Factually I, the very least of it
Factually I, is just a medicine
Make you wanna cry, why don't they let us in?

Be my wife, I think you're right that we should mate
Tell your friends, I got a factory of faith
Late last night, I had a dream that it was great
Tell your friends, I got a factory of faith
I got a factory of

Crack your whip, she's confessing from the hip
She was good at getting there, but not as much for round trip
Oh all this time, I was searching for a dream
I was living in and out of every other sex machine

I said
Factually I, I'm just a piece of it
Factually I, the very least of it
Factually I, is just a medicine
Makes you wanna cry, why don't they let us in?

Be my wife, I think you're right that we should mate
Tell your friends, I got a factory of faith
Late last night, I had a dream that it was great
Tell your friends, I got a factory of faith
I got a factory of

Be my wife, I think you're right that we should mate
And tell your friends, I got a factory of faith
Late last night, I had a dream that it was great
Tell your friends, I got a factory of faith
I got a factory of

Faith
And love
And love",Factory of Faith,Red Hot Chili Peppers,52,rock,permanent wave,0.684,0.854,2,-2.802,0,0.0334,0.00145,0.000105,0.0913,0.706,141.409,259947
"Coming out to the light of day
We got many moons than a deeper place
So I keep an eye on the shadow's smile
To see what it has to say
You and I both know
Everything must go away
Ah, what do you say?
Spinning off, head is on my heart
It's like a bit of light and a touch of dark
You got sneak attacked from the zodiac
But I see your eyes spark
Keep the breeze and go
Blow by blow and go away
Oh, what do you say?

Yeah, you don't know my mind
You don't know my kind
Dark necessities are part of my design
Tell the world that I'm falling from the sky
Dark necessities are part of my design

Stumble down to the parking lot
You got no time for the afterthought
They're like ice cream for an astronaut
Well that's me looking for weed
Turn the corner and
Find the world and show command
Playing the hand

Yeah, you don't know my mind
You don't know my kind
Dark necessities are part of my design
Tell the world that I'm falling from the sky
Dark necessities are part of my design

Do you want this love of mine?
The darkness helps to sort the shine
Do you want it, do you want it now?
Do you want it overtime?
The darkness helps to sort the shine
Do you want it, do you want it now?

Pick you up like a paperback
With the track record of a maniac
So I'm moving in and we unpack
It's the same as yesterday
Honey where we roll
Everything must go away
Ah, what do you say?

Yeah, you don't know my mind
You don't know my kind
Dark necessities are part of my design
Tell the world that I'm falling from the sky
Dark necessities are part of my design

Ah-ah-ah
Ah-ah
Ah-ah-ah
Ah-ah",Dark Necessities,Red Hot Chili Peppers,74,rock,permanent wave,0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000
"He came from somewhere back in her long ago
The sentimental fool don't see trying hard to recreate
What had yet to be created once in her life

She musters a smile for his nostalgic tale
Never coming near what he wanted to say
Only to realize
It never really was

She had a place in his life
He never made her think twice
As he rises to her apology
Anybody else would surely know
He's watching her go

But what a fool believes he sees
No wise man has the power to reason away
What seems to be
Is always better than nothing
And nothing at all keeps sending him

Somewhere back in her long ago
Where he can still believe there's a place in her life
Someday, somewhere, she will return

She had a place in his life
He never made her think twice
As he rises to her apology
Anybody else would surely know
He's watching her go

But what a fool believes he sees
No wise man has the power to reason away
What seems to be (if love can come and love can go, then why can't love return once more?)
Is always better than nothing (fool's got the power)
There's nothing at all (oh, now)
But what a fool believes he sees (i believe she's never gone away)

No wise man has the power 
To reason away (to reason away)
What seems to be (oh, if love can come and love can go, oh, mama)
Is always better than nothing (better than nothing)
And nothing at all",What a Fool Believes,The Doobie Brothers,68,rock,classic rock,0.758,0.378,8,-15.308,0,0.0449,0.284,0.0,0.049,0.985,120.736,223867
"Before I die I'd like to do something nice
Take my hand and I'll take it for a ride
You hit me yesterday because I made you cry
So before we die let me do something nice

I want to buy you something, but I don't have any money
No I don't have any money

I want to buy you something, but I don't have any money
No I don't have any money

And if I had a car I would trade in my car
If I had a gun I would trade in my gun
Honey we ran from the country rolling dust to the city
And now there's something to be done, there's something to be done
There's something to be done, there's something to be done

I want to buy you something, but I don't have any money
No I don't have any money

I want to buy you something, but I don't have any money
No I don't have any money

I want to buy you something, but I don't have any money
No I don't have any money

I want to buy you something, but I don't have any money
No I don't have any money

And I want to buy you something, but I don't have any money
No I don't have any money

And I want to buy you something, but I don't have any money
No I don't have any money",Money,The Drums,64,rock,permanent wave,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.284,0.452,102.473,233639
"Dear summer I know you're gonna miss me
For we been together like Nike Airs and crisp tees
S dots with polo fleeces
Purple label shit with the logo secret
Gimme couple years, shit I might just sneak in
A couple words and like peaches and herb
We'll be reunited and it feels so hood
Have the whole world saying ""How you still so good?""
Well I do this in my slumber summer
I ain't none of these half-assed newcomers, you know how I do summer
I drop heat, when you bring the sun up
The combo make niggas act up, I pick the gun up
Niggas back up; they know I'm not no frontier
I don't talk shit, I just flip it un' ya
Sorry Lance, I'm just trying to advance my quotes
I ain't making you the butt of my jokes
But let's not stray from what I came to say
To my beloved, think we need some time away
They say if you love it, you should let it out its cage
And fuck it, if it comes back you know it's there to stay
It's tugging, at my heart, but this time apart is needed
From the public, who should've gave me the pulits'
Instead gave me they ass to kiss
But you know me, thugging 'til the casket dips
But still shine light down on all my peers
I know they weird, some queer, I still want them to share
And all the success I received, I know you can't believe
I still love 'em but they don't love me
They like the drunk uncle in your family
You know they lame, you feel ashamed, but you love 'em the same
It's like when niggas make subliminal records
If it ain't directed directly at me, I don't respect it
You don't really want it with Hov, for the record
I put a couple careers on hold, you could be next kid
Keep entering the danger sone
You gon' make that boy Hov put your name in a song
If you that hungry for fame, motherfucker come on
Say when, take ten paces and spin
But on another note, 'bout to take another vaca'
On another boat, goddamn a motherfucker rode
His way out the hood, and I pray that I stay out for good
But any day you know a nigga could
Try and play like he Suge, then I gotta play like Dutch Schults
You pass the dutchie, I blast you, trust me
Niggas can't fuck with me
I'm in a good mood, you lucky, I got a good groove
And I ain't trying to fuck my thing up
But I will lay down a couple green bucks, get you cleaned up
Now I'm Pulp Fiction, Colt four-fifth and
Young niggag that blast for me (blasphemy), no religion

Listen here summer baby, I just believe it's the right thing to do
I got a brand new bitch, corporate America
She showing me a lot of action right now
And I know you put me on my feet and all, but
I mean, it's time for me to grow
You gotta let me go baby, you gotta let me go

I'm done for now, so one for now
Possibly forever, we had fun together
But like all good things, we must come to an end
Please show the same love to my friends
Dear summer",Dear Summer,Memphis Bleek,54,rap,hip hop,0.548,0.892,6,-4.403,0,0.597,0.0838,0.0,0.0842,0.671,172.248,173200
"Do you mind if I takes this seat right here cause you're sittin' alone
If you're sippin' on crystal girl, I'm buyin' yeah
And if you gotta nigga don't lie, ain't got to front for me
I can give these digits that you can call
You can hit me on the cell if I'm not home
Are you down to swing enough wit me
Or could you be blinded by all this ice you see
I'm willing to give you all this love I got
No relationships involved
Gotta keep it strictly physical

All this love waiting just 4 you
Don't pass it up cause you'll regret it boo
I'll be patiently waitin' to hear from you
Girl you gotta be the one, girl you gotta be the one
Yeah,yeah

I don't mind makin' house calls if you want to go blow 4 blow
Girl, whateva you're down for I'm tryin'
It won't hurt him if he don't know
That's how its got to be
I understand that you gotta nigga that lives at home
But I want to be that cat that makes you moan
Are you down to swing enough with me
Or could you be blinded by all this ice you see
I'm willing to give you all this love I got
No relationships involved
Gotta keep it strictly phyiscal

All this love waiting just 4 you
Don't pass it up cause you'll regret it boo
I'll be patiently waitin' to hear from you
Girl you gotta be the one, girl you gotta be the one
Yeah,yeah

Talk
Yeah,I'm patiently waiting
There's so many things we can do
So many things we can share
With no strings attached, you like that",This Luv,Donell Jones,52,r&b,new jack swing,0.754,0.496,11,-7.357,0,0.045,0.406,2.05e-06,0.0899,0.701,89.97,249507
"Ooh say what  say what  say what
Ooh girl you know what's up
Ooh say what  say what  say what
Ooh girl you know what's up

Me and my people be rolling
Trailing on you and your homies
The very first day of summer
All chromed out in a hummer babe
Hit the park and parle
Hope that your off  cause you're awake
Cause you and your girls want to ride
Play all day puff on the lye

1   Ooh say what  say what, say what
(You know that I like it baby)
Ooh girl you know what's up
(And you know what I need)
Ooh say what, say what, say what
(You know that I'm bout it baby)
Ooh girl you know what's up
(Ooh)

2 - I'm digging you, I'm feeling you
And you know what's up
Said I'm big on you and I'm wanting you
So tell me what's up

We out five and I'm zoning (?)
Running around two in the morning
Looking fly with that sun dress on
I think I feel a bone coming on
Girl you got me wide open
Fiending all day and I'm hoping
So baby don't front
Backseat jeep, you know what I want

Repeat 1

Repeat 2

Oh yeah, whoa
Digging you, you got me big on you

Repeat 1

Repeat 2 till end",U Know What's Up,Donell Jones,0,r&b,new jack swing,0.804,0.654,10,-3.97,0,0.0411,0.103,0.000422,0.0759,0.854,103.01,242427
